activity_id,date,site_id,characteristic_name,result_value,result_unit,sample_medium,activity_type,latitude,longitude,source_type
nwisia.01.99901608,1999-02-26,USGS-05454500,Specific conductance,595.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901608,1999-02-26,USGS-05454500,"Temperature, water",1.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901610,1999-05-20,USGS-05454500,"Temperature, water",18.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901610,1999-05-20,USGS-05454500,Specific conductance,487.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001791,1999-10-27,USGS-05454500,"Temperature, water",11.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001791,1999-10-27,USGS-05454500,Specific conductance,564.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901612,1999-08-10,USGS-05454500,"Temperature, water",26.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901612,1999-08-10,USGS-05454500,Specific conductance,591.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901609,1999-04-06,USGS-05454500,"Temperature, water",14.4,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901609,1999-04-06,USGS-05454500,Specific conductance,592.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901607,1999-01-12,USGS-05454500,Specific conductance,680.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99901607,1999-01-12,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001792,1999-10-28,USGS-05454500,Specific conductance,567.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001792,1999-10-28,USGS-05454500,"Temperature, water",12.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001790,1999-10-25,USGS-05454500,"Temperature, water",12.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001790,1999-10-25,USGS-05454500,Specific conductance,560.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001796,2000-01-25,USGS-05454500,"Temperature, water",1.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001796,2000-01-25,USGS-05454500,Specific conductance,576.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001799,2000-04-18,USGS-05454500,"Temperature, water",12.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001799,2000-04-18,USGS-05454500,Specific conductance,528.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001797,2000-03-06,USGS-05454500,"Temperature, water",7.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001797,2000-03-06,USGS-05454500,Specific conductance,638.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001798,2000-04-07,USGS-05454500,"Temperature, water",11.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001798,2000-04-07,USGS-05454500,Specific conductance,541.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00100267,2000-10-04,USGS-05454500,"Temperature, water",18.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00100267,2000-10-04,USGS-05454500,Specific conductance,451.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001802,2000-08-28,USGS-05454500,"Temperature, water",24.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001802,2000-08-28,USGS-05454500,Specific conductance,492.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001801,2000-07-14,USGS-05454500,Specific conductance,492.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001801,2000-07-14,USGS-05454500,"Temperature, water",27.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001800,2000-06-02,USGS-05454500,"Temperature, water",20.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001800,2000-06-02,USGS-05454500,Specific conductance,464.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101575,2000-11-07,USGS-05454500,"Temperature, water",11.8,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101575,2000-11-07,USGS-05454500,Specific conductance,455.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101576,2000-12-20,USGS-05454500,"Temperature, water",0.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101576,2000-12-20,USGS-05454500,Specific conductance,683.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001795,2000-01-11,USGS-05454500,"Temperature, water",3.2,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00001795,2000-01-11,USGS-05454500,Specific conductance,556.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101584,2001-09-05,USGS-05454500,"Temperature, water",24.9,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101584,2001-09-05,USGS-05454500,Specific conductance,497.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101578,2001-03-20,USGS-05454500,"Temperature, water",0.6,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101578,2001-03-20,USGS-05454500,Specific conductance,307.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101579,2001-03-21,USGS-05454500,"Temperature, water",0.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101579,2001-03-21,USGS-05454500,Specific conductance,325.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101580,2001-04-05,USGS-05454500,"Temperature, water",7.3,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101580,2001-04-05,USGS-05454500,Specific conductance,434.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101583,2001-07-23,USGS-05454500,Specific conductance,548.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101583,2001-07-23,USGS-05454500,"Temperature, water",28.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00200340,2001-10-10,USGS-05454500,"Temperature, water",16.7,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00200340,2001-10-10,USGS-05454500,Specific conductance,443.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101582,2001-06-12,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101582,2001-06-12,USGS-05454500,Specific conductance,515.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101577,2001-02-08,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.00101577,2001-02-08,USGS-05454500,Specific conductance,708.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
