activity_id,date,site_id,characteristic_name,result_value,result_unit,sample_medium,activity_type,latitude,longitude,source_type
nwisia.01.97800042,1978-04-10,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000055,1979-11-07,USGS-05454500,"Temperature, water",6.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000056,1979-12-05,USGS-05454500,"Temperature, water",9.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97900055,1979-09-14,USGS-05454500,"Temperature, water",22.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97900051,1979-06-11,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000054,1979-10-04,USGS-05454500,"Temperature, water",14.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.97900053,1979-07-12,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000059,1980-05-15,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98100058,1980-11-13,USGS-05454500,"Temperature, water",10.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000062,1980-07-17,USGS-05454500,"Temperature, water",29.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000064,1980-09-15,USGS-05454500,"Temperature, water",21.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000063,1980-08-26,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000057,1980-04-22,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98000060,1980-06-12,USGS-05454500,"Temperature, water",21.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98100059,1981-02-05,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98100067,1981-09-10,USGS-05454500,"Temperature, water",21.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98100066,1981-07-31,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98100060,1981-02-24,USGS-05454500,"Temperature, water",4.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98100063,1981-06-09,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200016,1982-03-01,USGS-05454500,"Temperature, water",7.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200021,1982-07-13,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98300015,1982-10-26,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200022,1982-09-22,USGS-05454500,"Temperature, water",19.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200018,1982-04-14,USGS-05454500,"Temperature, water",10.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200018,1982-04-14,USGS-05454500,Specific conductance,580.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200020,1982-06-15,USGS-05454500,"Temperature, water",19.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200020,1982-06-15,USGS-05454500,Specific conductance,330.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200019,1982-05-20,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98200019,1982-05-20,USGS-05454500,Specific conductance,530.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98300017,1983-04-11,USGS-05454500,"Temperature, water",6.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98300021,1983-06-27,USGS-05454500,"Temperature, water",28.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400211,1983-12-16,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400211,1983-12-16,USGS-05454500,Specific conductance,643.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400208,1983-10-26,USGS-05454500,"Temperature, water",11.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400208,1983-10-26,USGS-05454500,Specific conductance,600.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98300020,1983-05-16,USGS-05454500,"Temperature, water",16.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400210,1983-10-26,USGS-05454500,"Temperature, water",11.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400210,1983-10-26,USGS-05454500,Specific conductance,605.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98300024,1983-09-09,USGS-05454500,"Temperature, water",26.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98300023,1983-08-02,USGS-05454500,"Temperature, water",28.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400216,1984-05-04,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400216,1984-05-04,USGS-05454500,Specific conductance,430.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500166,1984-11-06,USGS-05454500,"Temperature, water",10.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400222,1984-07-03,USGS-05454500,"Temperature, water",24.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400222,1984-07-03,USGS-05454500,Specific conductance,320.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400215,1984-05-04,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400227,1984-09-05,USGS-05454500,"Temperature, water",22.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400220,1984-07-03,USGS-05454500,"Temperature, water",23.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400224,1984-08-02,USGS-05454500,"Temperature, water",25.5,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400223,1984-08-02,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400223,1984-08-02,USGS-05454500,Specific conductance,495.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500165,1984-11-06,USGS-05454500,"Temperature, water",10.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500165,1984-11-06,USGS-05454500,Specific conductance,470.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400226,1984-09-05,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400226,1984-09-05,USGS-05454500,Specific conductance,530.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500167,1984-12-05,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500167,1984-12-05,USGS-05454500,Specific conductance,480.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500162,1984-10-03,USGS-05454500,"Temperature, water",16.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400217,1984-06-05,USGS-05454500,"Temperature, water",19.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400228,1984-09-05,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400218,1984-06-05,USGS-05454500,"Temperature, water",19.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400218,1984-06-05,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400212,1984-01-24,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400212,1984-01-24,USGS-05454500,Specific conductance,667.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400213,1984-03-13,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400213,1984-03-13,USGS-05454500,Specific conductance,610.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400225,1984-08-02,USGS-05454500,"Temperature, water",25.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98400214,1984-05-04,USGS-05454500,"Temperature, water",12.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500164,1984-11-06,USGS-05454500,"Temperature, water",10.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500163,1984-10-03,USGS-05454500,"Temperature, water",16.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500163,1984-10-03,USGS-05454500,Specific conductance,490.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500174,1985-06-06,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500174,1985-06-06,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500397,1985-09-26,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501537,1985-09-26,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501537,1985-09-26,USGS-05454500,Specific conductance,470.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501537,1985-09-26,USGS-05454500,pH,7.4,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501527,1985-08-23,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501527,1985-08-23,USGS-05454500,Specific conductance,445.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501527,1985-08-23,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500172,1985-05-09,USGS-05454500,"Temperature, water",20.5,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500171,1985-05-09,USGS-05454500,"Temperature, water",20.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500171,1985-05-09,USGS-05454500,Specific conductance,590.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500170,1985-04-05,USGS-05454500,"Temperature, water",7.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500168,1985-01-04,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500168,1985-01-04,USGS-05454500,Specific conductance,700.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601487,1985-11-04,USGS-05454500,"Temperature, water",9.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601487,1985-11-04,USGS-05454500,Specific conductance,630.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600251,1985-10-03,USGS-05454500,"Temperature, water",15.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500173,1985-05-23,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500173,1985-05-23,USGS-05454500,Specific conductance,610.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500173,1985-05-23,USGS-05454500,pH,8.0,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500179,1985-09-03,USGS-05454500,"Temperature, water",26.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500179,1985-09-03,USGS-05454500,Specific conductance,470.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601488,1985-12-11,USGS-05454500,"Temperature, water",0.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601488,1985-12-11,USGS-05454500,Specific conductance,0.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98501905,1985-07-02,USGS-05454500,"Temperature, water",25.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500177,1985-07-26,USGS-05454500,"Temperature, water",25.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500177,1985-07-26,USGS-05454500,Specific conductance,480.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500177,1985-07-26,USGS-05454500,pH,7.9,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600042,1985-11-22,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600042,1985-11-22,USGS-05454500,Specific conductance,620.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600042,1985-11-22,USGS-05454500,pH,7.5,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500178,1985-08-02,USGS-05454500,"Temperature, water",23.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500178,1985-08-02,USGS-05454500,Specific conductance,490.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600037,1985-10-31,USGS-05454500,"Temperature, water",11.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600037,1985-10-31,USGS-05454500,Specific conductance,630.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600037,1985-10-31,USGS-05454500,pH,8.2,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500169,1985-04-05,USGS-05454500,"Temperature, water",7.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500169,1985-04-05,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601486,1985-10-03,USGS-05454500,"Temperature, water",15.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601486,1985-10-03,USGS-05454500,Specific conductance,465.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500176,1985-07-02,USGS-05454500,"Temperature, water",25.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500176,1985-07-02,USGS-05454500,Specific conductance,480.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500175,1985-06-20,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500175,1985-06-20,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98500175,1985-06-20,USGS-05454500,pH,8.1,std units,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600249,1985-10-03,USGS-05454500,"Temperature, water",15.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601489,1986-03-03,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601489,1986-03-03,USGS-05454500,Specific conductance,635.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701977,1986-12-04,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701977,1986-12-04,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701976,1986-11-06,USGS-05454500,"Temperature, water",11.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701976,1986-11-06,USGS-05454500,Specific conductance,572.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601491,1986-05-09,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601491,1986-05-09,USGS-05454500,Specific conductance,625.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601493,1986-08-01,USGS-05454500,"Temperature, water",28.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601493,1986-08-01,USGS-05454500,Specific conductance,440.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600368,1986-05-09,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600355,1986-04-08,USGS-05454500,"Temperature, water",12.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701549,1986-11-06,USGS-05454500,"Temperature, water",11.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601492,1986-06-19,USGS-05454500,"Temperature, water",23.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601492,1986-06-19,USGS-05454500,Specific conductance,0.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600357,1986-04-08,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600732,1986-08-01,USGS-05454500,"Temperature, water",28.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600579,1986-08-01,USGS-05454500,"Temperature, water",28.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600385,1986-06-19,USGS-05454500,"Temperature, water",23.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701978,1986-12-30,USGS-05454500,"Temperature, water",2.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701978,1986-12-30,USGS-05454500,Specific conductance,580.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601490,1986-04-08,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601490,1986-04-08,USGS-05454500,Specific conductance,590.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600358,1986-05-09,USGS-05454500,"Temperature, water",20.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600740,1986-04-30,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601494,1986-09-11,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98601494,1986-09-11,USGS-05454500,Specific conductance,480.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98600746,1986-09-11,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701986,1987-09-01,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701986,1987-09-01,USGS-05454500,Specific conductance,360.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701982,1987-04-28,USGS-05454500,"Temperature, water",14.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701982,1987-04-28,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701024,1987-07-01,USGS-05454500,"Temperature, water",27.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701548,1987-09-01,USGS-05454500,"Temperature, water",19.5,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701984,1987-07-01,USGS-05454500,"Temperature, water",27.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701984,1987-07-01,USGS-05454500,Specific conductance,545.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701985,1987-08-04,USGS-05454500,"Temperature, water",30.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701985,1987-08-04,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701016,1987-04-07,USGS-05454500,"Temperature, water",10.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701983,1987-06-11,USGS-05454500,"Temperature, water",24.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701983,1987-06-11,USGS-05454500,Specific conductance,595.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701980,1987-03-02,USGS-05454500,"Temperature, water",2.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701980,1987-03-02,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701019,1987-09-01,USGS-05454500,"Temperature, water",19.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701979,1987-02-04,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701979,1987-02-04,USGS-05454500,Specific conductance,700.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701031,1987-08-04,USGS-05454500,"Temperature, water",29.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701531,1987-08-04,USGS-05454500,"Temperature, water",27.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701981,1987-04-07,USGS-05454500,"Temperature, water",10.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701981,1987-04-07,USGS-05454500,Specific conductance,550.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701529,1987-07-01,USGS-05454500,"Temperature, water",27.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801067,1987-11-23,USGS-05454500,"Temperature, water",7.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801067,1987-11-23,USGS-05454500,Specific conductance,545.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701521,1987-04-28,USGS-05454500,"Temperature, water",14.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98701528,1987-06-11,USGS-05454500,"Temperature, water",24.0,deg C,Sediment,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902283,1988-12-21,USGS-05454500,"Temperature, water",3.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902283,1988-12-21,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902273,1988-10-06,USGS-05454500,"Temperature, water",11.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902273,1988-10-06,USGS-05454500,Specific conductance,540.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801076,1988-07-08,USGS-05454500,"Temperature, water",28.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801076,1988-07-08,USGS-05454500,Specific conductance,498.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801074,1988-05-27,USGS-05454500,"Temperature, water",20.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801074,1988-05-27,USGS-05454500,Specific conductance,534.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801069,1988-02-10,USGS-05454500,"Temperature, water",0.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801069,1988-02-10,USGS-05454500,Specific conductance,775.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902278,1988-11-10,USGS-05454500,"Temperature, water",6.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902278,1988-11-10,USGS-05454500,Specific conductance,525.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801071,1988-03-22,USGS-05454500,"Temperature, water",5.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801071,1988-03-22,USGS-05454500,Specific conductance,572.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801073,1988-04-29,USGS-05454500,"Temperature, water",14.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98801073,1988-04-29,USGS-05454500,Specific conductance,445.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001822,1989-11-22,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001822,1989-11-22,USGS-05454500,Specific conductance,435.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902300,1989-06-14,USGS-05454500,"Temperature, water",22.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902300,1989-06-14,USGS-05454500,Specific conductance,600.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902304,1989-07-20,USGS-05454500,"Temperature, water",23.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902304,1989-07-20,USGS-05454500,Specific conductance,460.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902308,1989-08-31,USGS-05454500,"Temperature, water",21.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902308,1989-08-31,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902288,1989-02-01,USGS-05454500,"Temperature, water",1.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902288,1989-02-01,USGS-05454500,Specific conductance,411.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902292,1989-03-16,USGS-05454500,"Temperature, water",2.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902292,1989-03-16,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902296,1989-04-26,USGS-05454500,"Temperature, water",17.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.98902296,1989-04-26,USGS-05454500,Specific conductance,490.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001821,1989-10-18,USGS-05454500,"Temperature, water",12.0,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001821,1989-10-18,USGS-05454500,Specific conductance,470.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001823,1990-01-04,USGS-05454500,"Temperature, water",2.5,deg C,Water,Sample-Routine,41.656,-91.536,public observation
nwisia.01.99001823,1990-01-04,USGS-05454500,Specific conductance,500.0,uS/cm @25C,Water,Sample-Routine,41.656,-91.536,public observation
